//Exported ASCII-File
[Header]
FileName = D:\User\WITec\Measurements\Romane\APTMS_DROPLETS.wip_2.wip
GraphName = 3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
SizeX = 1
SizeY = 1
SizeGraph = 720
PositionUnit = µm
PositionX = 1071.7
PositionY = -10932.9
PositionZ = 93.68775
XAxisUnit = P
DataUnit = CCD cts

[Data]
X-Axis,3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: Amp(0))
P,CCD cts
 2.61000E+02, 0.00000E+00
 2.62000E+02, 0.00000E+00
 2.63000E+02, 3.62736E+01
 2.64000E+02, 3.31566E+01
 2.65000E+02, 2.99661E+01
 2.66000E+02, 0.00000E+00
 2.67000E+02, 0.00000E+00
 2.68000E+02, 3.38629E+01
 2.69000E+02, 3.85077E+01
 2.70000E+02, 3.40535E+01
 2.71000E+02, 3.87920E+01
 2.72000E+02, 4.19038E+01
 2.73000E+02, 0.00000E+00
 2.74000E+02, 3.13169E+01
 2.75000E+02, 2.56587E+01
 2.76000E+02, 2.98812E+01
 2.77000E+02, 3.40979E+01
 2.78000E+02, 3.61264E+01
 2.79000E+02, 3.35516E+01
 2.80000E+02, 2.77965E+01
 2.81000E+02, 2.70147E+01
 2.82000E+02, 2.64254E+01
 2.83000E+02, 3.60763E+01
 2.84000E+02, 0.00000E+00
 2.85000E+02, 3.22262E+01
 2.86000E+02, 3.73766E+01
 2.87000E+02, 3.22188E+01
 2.88000E+02, 3.99813E+01
 2.89000E+02, 0.00000E+00
 2.90000E+02, 3.49159E+01
 2.91000E+02, 0.00000E+00
 2.92000E+02, 3.49091E+01
 2.93000E+02, 3.96224E+01
 2.94000E+02, 2.83236E+01
 2.95000E+02, 0.00000E+00
 2.96000E+02, 3.27118E+01
 2.97000E+02, 2.65037E+01
 2.98000E+02, 3.69799E+01
 2.99000E+02, 3.31851E+01
 3.00000E+02, 0.00000E+00
 3.01000E+02, 4.16156E+01
 3.02000E+02, 3.74800E+01
 3.03000E+02, 3.35639E+01
 3.04000E+02, 3.52719E+01
 3.05000E+02, 2.75597E+01
 3.06000E+02, 3.60830E+01
 3.07000E+02, 3.53867E+01
 3.08000E+02, 3.33259E+01
 3.09000E+02, 3.33835E+01
 3.10000E+02, 3.75961E+01
 3.11000E+02, 3.86899E+01
 3.12000E+02, 3.58819E+01
 3.13000E+02, 3.81261E+01
 3.14000E+02, 0.00000E+00
 3.15000E+02, 3.59323E+01
 3.16000E+02, 3.73278E+01
 3.17000E+02, 3.35312E+01
 3.18000E+02, 3.46845E+01
 3.19000E+02, 0.00000E+00
 3.20000E+02, 3.66714E+01
 3.21000E+02, 3.69354E+01
 3.22000E+02, 3.33621E+01
 3.23000E+02, 2.89654E+01
 3.24000E+02, 3.09475E+01
 3.25000E+02, 3.04292E+01
 3.26000E+02, 2.72938E+01
 3.27000E+02, 3.51592E+01
 3.28000E+02, 3.61485E+01
 3.29000E+02, 3.58648E+01
 3.30000E+02, 3.33718E+01
 3.31000E+02, 3.67291E+01
 3.32000E+02, 3.78205E+01
 3.33000E+02, 3.62135E+01
 3.34000E+02, 3.78874E+01
 3.35000E+02,-8.03126E+00
 3.36000E+02, 3.37066E+01
 3.37000E+02, 3.58212E+01
 3.38000E+02, 3.33771E+01
 3.39000E+02, 0.00000E+00
 3.40000E+02, 0.00000E+00
 3.41000E+02, 3.39048E+01
 3.42000E+02, 3.41190E+01
 3.43000E+02, 2.80506E+01
 3.44000E+02, 3.84814E+01
 3.45000E+02, 3.18701E+01
 3.46000E+02, 3.67506E+01
 3.47000E+02, 0.00000E+00
 3.48000E+02, 3.31402E+01
 3.49000E+02, 3.37509E+01
 3.50000E+02, 3.41207E+01
 3.51000E+02, 3.15874E+01
 3.52000E+02, 3.29898E+01
 3.53000E+02, 3.17146E+01
 3.54000E+02, 3.28469E+01
 3.55000E+02, 3.09432E+01
 3.56000E+02, 2.99129E+01
 3.57000E+02, 3.38008E+01
 3.58000E+02, 3.26085E+01
 3.59000E+02, 3.04630E+01
 3.60000E+02, 3.26043E+01
 3.61000E+02, 0.00000E+00
 3.62000E+02, 3.28606E+01
 3.63000E+02, 3.19961E+01
 3.64000E+02, 3.21246E+01
 3.65000E+02, 3.35377E+01
 3.66000E+02, 3.19998E+01
 3.67000E+02, 3.27409E+01
 3.68000E+02, 2.93820E+01
 3.69000E+02, 3.36329E+01
 3.70000E+02, 3.44682E+01
 3.71000E+02, 3.21258E+01
 3.72000E+02, 3.24133E+01
 3.73000E+02, 3.45497E+01
 3.74000E+02, 0.00000E+00
 3.75000E+02, 3.28695E+01
 3.76000E+02, 3.06303E+01
 3.77000E+02, 3.37560E+01
 3.78000E+02, 3.35586E+01
 3.79000E+02, 2.99271E+01
 3.80000E+02, 3.43696E+01
 3.81000E+02, 3.14966E+01
 3.82000E+02, 3.40908E+01
 3.83000E+02, 3.15498E+01
 3.84000E+02, 3.02414E+01
 3.85000E+02, 3.05889E+01
 3.86000E+02, 3.52310E+01
 3.87000E+02, 3.02883E+01
 3.88000E+02, 3.29793E+01
 3.89000E+02, 3.32336E+01
 3.90000E+02, 3.18637E+01
 3.91000E+02, 2.81843E+01
