//Exported ASCII-File
[Header]
FileName = D:\User\WITec\Measurements\Romane\APTMS_DROPLETS.wip_2.wip
GraphName = 3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: x0(4))
SizeX = 1
SizeY = 1
SizeGraph = 720
PositionUnit = µm
PositionX = 1071.7
PositionY = -10932.9
PositionZ = 93.68775
XAxisUnit = P
DataUnit = rel. 1/cm

[Data]
X-Axis,3.12_10microL_center_x50--Series Slow--090--Spec.Data 1 (CRR) (Sub BG) (Fit Gauss: x0(4))
P,rel. 1/cm
 3.12000E+02, 3.42170E+03
 3.13000E+02, 3.41807E+03
 3.14000E+02, 0.00000E+00
 3.15000E+02, 3.42163E+03
 3.16000E+02, 3.42212E+03
 3.17000E+02, 3.42495E+03
 3.18000E+02, 3.42067E+03
 3.19000E+02, 0.00000E+00
 3.20000E+02, 3.42509E+03
 3.21000E+02, 3.42235E+03
 3.22000E+02, 3.42382E+03
 3.23000E+02, 3.42041E+03
 3.24000E+02, 3.41996E+03
 3.25000E+02, 3.42173E+03
 3.26000E+02, 3.42069E+03
 3.27000E+02, 3.42055E+03
 3.28000E+02, 3.41846E+03
 3.29000E+02, 3.42050E+03
 3.30000E+02, 3.42231E+03
 3.31000E+02, 3.41789E+03
 3.32000E+02, 3.41905E+03
 3.33000E+02, 3.42040E+03
 3.34000E+02, 3.41918E+03
 3.35000E+02, 3.43280E+03
 3.36000E+02, 3.41674E+03
 3.37000E+02, 3.42322E+03
 3.38000E+02, 3.41804E+03
 3.39000E+02, 0.00000E+00
 3.40000E+02, 0.00000E+00
 3.41000E+02, 3.41930E+03
 3.42000E+02, 3.41983E+03
 3.43000E+02, 3.42605E+03
 3.44000E+02, 3.41772E+03
 3.45000E+02, 3.42162E+03
 3.46000E+02, 3.42060E+03
 3.47000E+02, 0.00000E+00
 3.48000E+02, 3.42418E+03
 3.49000E+02, 3.41874E+03
 3.50000E+02, 3.42274E+03
 3.51000E+02, 3.41903E+03
 3.52000E+02, 3.41769E+03
 3.53000E+02, 3.42065E+03
 3.54000E+02, 3.41959E+03
 3.55000E+02, 3.41623E+03
 3.56000E+02, 3.41826E+03
 3.57000E+02, 3.41603E+03
 3.58000E+02, 3.42093E+03
 3.59000E+02, 3.41794E+03
 3.60000E+02, 3.41519E+03
 3.61000E+02, 0.00000E+00
 3.62000E+02, 3.41835E+03
 3.63000E+02, 3.42342E+03
 3.64000E+02, 3.41612E+03
 3.65000E+02, 3.42104E+03
 3.66000E+02, 3.41804E+03
 3.67000E+02, 3.42226E+03
 3.68000E+02, 3.41917E+03
 3.69000E+02, 3.42434E+03
 3.70000E+02, 3.42060E+03
 3.71000E+02, 3.41549E+03
 3.72000E+02, 3.42206E+03
 3.73000E+02, 3.41742E+03
 3.74000E+02, 0.00000E+00
 3.75000E+02, 3.41732E+03
 3.76000E+02, 3.41806E+03
 3.77000E+02, 3.41902E+03
 3.78000E+02, 3.41670E+03
 3.79000E+02, 3.42338E+03
 3.80000E+02, 3.42186E+03
 3.81000E+02, 3.41859E+03
 3.82000E+02, 3.41639E+03
 3.83000E+02, 3.42160E+03
 3.84000E+02, 3.41559E+03
 3.85000E+02, 3.42088E+03
 3.86000E+02, 3.41709E+03
 3.87000E+02, 3.42361E+03
 3.88000E+02, 3.42090E+03
 3.89000E+02, 3.41594E+03
 3.90000E+02, 3.41566E+03
 3.91000E+02, 3.42038E+03
 3.92000E+02, 3.42278E+03
 3.93000E+02, 3.41721E+03
